Code,Group,Family,Species,P50,KS,AL/ AS,D,WD,Height,?,MAT,MAP,VPD,MI,TS,PS,MTCM,PDM,Latitude,Longitude,References,Location,Country
2191 ,Ang,Euphorbiaceae ,Croton lachnocarpus,-2.86 ,1.29 ,0.83 ,,0.51 ,3.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
757 ,Ang,Euphorbiaceae,Croton yanhuii,-1.48 ,5.16 ,0.90 ,,0.61 ,,1.450000008,19.61 ,1575.00 ,0.7831742,1.2463,355.3021639,76.07293498,9.543999672,18,21°54' N,101°46' E,"Fu, 2012, Annals of Botany",Yunnan Province,China
2301 ,Ang,Lauraceae,Cryptocarya aristata,-2.00 ,,,,0.54 ,,3.608333329,21.34 ,2196.00 ,0.757955855,1.3226,202.1689634,41.42832963,14.01599979,78,21° 10' S,165° 15' E,"Trueba, 2017, Plant, Cell and Environment",New Caledonia,France (Overseas territories)
2230 ,Ang,Lauraceae,Cryptocarya chinensis,-3.02 ,1.23 ,0.76 ,,0.52 ,12.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2019, Tree Physiology",Guangdong Province,China
2231 ,Ang,Lauraceae,Cryptocarya concinna,-1.74 ,1.34 ,0.88 ,,0.51 ,12.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2019, Tree Physiology",Guangdong Province,China
17 ,Ang,Lauraceae,Cryptocarya laevigata,,2.14 ,0.57 ,,,22.80 ,1.208333343,21.09 ,1997.00 ,0.725864083,1.393,41.63576929,29.39761851,15.43999958,96,1°29'S,120°04'E,"Alexandra, 2014, Flora",Central Sulawesi,Indonesia
2812 ,Ang,Lauraceae,Cryptocarya laevigata,,2.14 ,0.57 ,,,22.80 ,1.166666677,21.09 ,1997.00 ,0.725864083,1.3865,41.63576929,29.39761851,15.43999958,96,1°29'S,120°04'E,"Zach, 2010, Flora",Sulawesi,Indonesia
2288 ,Ang,Lauraceae,Cryptocarya mackinnoniana,,,0.74 ,,,,4.408333341,21.18 ,2634.00 ,0.767544866,1.4659,264.3066765,71.70189156,12.47599983,49,17°07'S,145°37'E,"Togashi, 2015, Ecology and Evolution",Queensland,Australia
2725 ,Gym,Cupressaceae,Cunninghamia lanceolata,,,1.13 ,,,,1.299999992,13.24 ,983.00 ,2.92760473,0.7174,576.9135477,90.39955827,-0.60799998,10,29°26'N,102°10'E,"Xu, 2020, New Phytologist",Sichuan province,China
272 ,Ang,Cunoniaceae,Cunonia pterophylla,,1.03 ,0.36 ,,,,3.900000016,19.33 ,2351.00 ,0.718162138,1.9001,192.9429245,29.3970836,12.20800018,110,22°02' S,166°28' E,"Brodribb & Feild, 2000, Plant, Cell and Environment",New Caledonia,France (Overseas territories)
N35,Ang,Sapindaceae,Cupania guatemalensis,,2.58 ,0.75 ,,0.70 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Horizontes,Costa Rica
514 ,Gym,Cupressaceae,Cupressus sempervirens,-10.39 ,,,15.88 ,0.63 ,15.00 ,5.308333397,14.86 ,650.00 ,0.814566681,0.7375,593.0053932,34.87490412,2.684000015,20,43°36' N,3°51' E,"Cochard, 2006, Comptes Rendus Physique",Montpellier,France
281 ,Ang,Dilleniaceae,Curatella americana,,1.25 ,0.93 ,,,,3.325000008,26.46 ,1746.00 ,0.996001165,1.0501,77.51506781,91.484941,21.35199928,1,10°52' N,85°34' W,"Brodribb, 2002, Plant Cell and Environment", the Northern Pacific coast,Costa Rica
2030 ,Ang,Dilleniaceae,Curatella americana,-1.48 ,5.97 ,0.65 ,101.00 ,0.37 ,,2.108333339,22.87 ,1113.00 ,1.014816792,0.7502,58.30105738,72.93595918,16.84399986,12,9°55' N,66°55' W,"Sobrado, 1996, Biologia Plantarum",Estado Aragua,Venezuela
N90,Ang,Dilleniaceae,Curatella americana,,,,,0.54 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Santa Elena,Costa Rica
242 ,Ang,Ericaceae,Cyathodes straminea,,,,,0.70 ,,5.674999992,6.25 ,1531.00 ,0.387481756,2.0783,305.9782469,21.03196025,-2.220000029,85,42°40'S,146°37'E,"Blackman, 2014, Annals of Botany; Blackman, 2012, Oecologia; Blackman, 2010, New Phytologist",Tasmania,Australia
1169 ,Ang,Fagaceae,Cyclobalanopsis glauca,-5.09 ,1.62 ,,,0.55 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1279 ,Ang,Fagaceae,Cyclobalanopsis glauca,,1.39 ,,,0.54 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
2264 ,Ang,Fagaceae,Cyclobalanopsis glauca,,1.30 ,0.40 ,,0.62 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
2863 ,Ang,Fagaceae,Cyclobalanopsis glauca,,1.62 ,0.14 ,,0.43 ,,3.800000052,17.04 ,1262.00 ,0.591932528,1.3539,825.8536277,42.18081321,2.092000008,45,29°52'N,121°39'E,"Zhao, 2016, Chinese Journal of Plant Ecology",Zhejiang Province,China
3159 ,Ang,Fagaceae,Cyclobalanopsis glauca,,0.89 ,0.30 ,34.01 ,0.62 ,6.10 ,,16.65 ,1219.00 ,0.464880167,#VALUE!,779.7846714,37.61802156,3.539999962,46,29°58'N,122°23'E,"???, 2017, ??????",Zejiang province,China
7 ,Ang,Fagaceae,Cyclobalanopsis glaucoides,-0.68 ,,0.03 ,,,,2.074999998,16.58 ,799.00 ,1.087248448,0.527,232.8928496,104.7746372,4.355999947,6,19°41'N,101°20'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
2708 ,Ang,Fagaceae,Cyclobalanopsis glaucoides,,,0.48 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
2726 ,Ang,Fagaceae,Cyclobalanopsis glaucoides,,1.41 ,0.41 ,,0.61 ,,1.299999992,13.24 ,983.00 ,2.92760473,0.7174,576.9135477,90.39955827,-0.60799998,10,29°26'N,102°10'E,"Xu, 2020, New Phytologist",Sichuan province,China
1170 ,Ang,Fagaceae,Cyclobalanopsis myrsinifolia,-4.37 ,0.86 ,,,0.56 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1280 ,Ang,Fagaceae,Cyclobalanopsis myrsinifolia,,1.06 ,,,0.53 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
2864 ,Ang,Fagaceae,Cyclobalanopsis stewardiana,,0.73 ,0.74 ,,0.60 ,,3.800000052,17.04 ,1262.00 ,0.591932528,1.3539,825.8536277,42.18081321,2.092000008,45,29°52'N,121°39'E,"Zhao, 2016, Chinese Journal of Plant Ecology",Zhejiang Province,China
1235 ,Ang,Capparaceae,Cynophalla flexuosa,-2.68 ,,,,0.56 ,,1.950000008,26.56 ,879.00 ,1.02707824,0.5112,59.08015702,114.9634108,20.78000069,2,3°47'S,39°16'W,"Lima, 2018, New Phytologist",northeastern Brazil,Brazil
486 ,Ang,Fabaceae,Cytisus scoparius,-3.62 ,,,,,,2.699999988,11.29 ,598.00 ,0.592509912,0.6645,603.3775522,38.21785488,-2.052000046,27,45°47' N,3°09' E,"Cochard, 2005, Cochard, Physiologia Plantarum",Clermont-Ferrand,France
1786 ,Gym,Podocarpaceae,Dacrydium cupressium,-3.08 ,0.49 ,,10.90 ,0.65 ,,4.708333413,12.52 ,1821.00 ,0.443416003,2.3251,336.3932337,16.60443194,3.10800004,113,37°54' S,176°13' E,"Pittermann, 2006a, 2006b","Te Puke, North Island",New Zealand
1281 ,Ang,Fabaceae,Dalbergia hupeana,,0.14 ,,,0.49 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
1986 ,Ang,Fabaceae,Dalbergia miscolobium,,,,,0.61 ,8.30 ,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Scholz, 2008, Journal of Plant Physiology",south of Brasilia,Brazil
N36,Ang,Fabaceae,Dalbergia retusa,,,,,0.80 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Horizontes,Costa Rica
1894 ,Ang,Thymelaeaceae,Daphne gnidium,-3.34 ,0.46 ,0.13 ,,,,2.733333329,16.24 ,465.00 ,1.255760801,0.4115,673.8307813,54.27653412,0.451999992,5,38°14' N,4°12' W,"Quero, 2011, Oecologia",Sierra De Cardena,Spain
2137 ,Ang,Thymelaeaceae,Daphne odora,,0.04 ,0.20 ,,0.56 ,1.43 ,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15'N,105°80'E,This study,Guizhou Province,China
2526 ,Ang,Thymelaeaceae,Daphne tangutica,,0.37 ,0.20 ,,0.60 ,,2.433333337,5.86 ,847.00 ,15.35548757,1.0344,601.2807223,94.0150966,-7.832000256,5,29°27'N,101°53'E,"Xu, 2020, New Phytologist",Sichuan province,China
652 ,Ang,Daphniphyllaceae,Daphniphyllum oldhamii,-0.62 ,0.46 ,0.51 ,,,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15' N,105°44' E,"Fan, 2011, Tree Physiology; Fan, 2018, Forest Ecosystems",Guizhou Province,China
1171 ,Ang,Daphniphyllaceae,Daphniphyllum oldhamii,-5.44 ,0.64 ,,,0.45 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1282 ,Ang,Daphniphyllaceae,Daphniphyllum oldhamii,,0.59 ,,,0.41 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
837 ,Ang,Fabaceae,Daviesia latifolia,,1.16 ,0.27 ,14.95 ,0.65 ,,4.083333333,10.05 ,640.00 ,0.468981124,0.5986,365.5327037,17.11005639,-0.815999985,37,42°23' S,147°03' E,"Gleason, 2012, Functional Ecology",Tasmanian Central Highland forests,Australia
864 ,Ang,Fabaceae,Daviesia squarrosa,,0.97 ,0.39 ,16.48 ,0.70 ,1.50 ,2.458333313,16.28 ,874.00 ,0.857961244,0.5743,450.6347406,33.16001174,4,38,32°47' S,150°55' E,"Gleason, 2012, Functional Ecology",Eastern Australia,Australia
2687 ,Ang,Urticaceae,Debregeasia orientalis,,3.16 ,1.54 ,,0.41 ,,1.649999996,12.79 ,928.00 ,6.066549556,0.8259,567.4750116,90.2711391,-1.203999996,9,29°39'N,102°06'E,"Xu, 2020, New Phytologist",Sichuan province,China
2709 ,Ang,Urticaceae,Debregeasia orientalis,,,0.69 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
2727 ,Ang,Urticaceae,Debregeasia orientalis,,4.23 ,0.83 ,,0.29 ,,1.299999992,13.24 ,983.00 ,2.92760473,0.7174,576.9135477,90.39955827,-0.60799998,10,29°26'N,102°10'E,"Xu, 2020, New Phytologist",Sichuan province,China
2848 ,Ang,Myrtaceae,Decaspermum gracilentum,-3.12 ,2.92 ,1.32 ,,0.72 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"Zhang, 2021, Functional Ecology",Guangxi province,China
2858 ,Ang,Sapindaceae,Delavaya toxocarpa,-1.92 ,3.12 ,0.95 ,,0.59 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"Zhang, 2021, Functional Ecology; ???, 2019, ??????",Guangxi province,China
724 ,Ang,Araliaceae,Dendropanax latilobus,,0.64 ,0.15 ,,,,3.549999992,18.76 ,2460.00 ,0.679743024,2.1332,77.121891,75.74682369,13.0880003,23,10°12' N,84°42' W,"Feild & Holbrook, 2000, Plant, Cell and Environment",La Reserva Bosque Nuboso de Monteverde,Costa Rica
2849 ,Ang,Annonaceae,Desmos chinensis,-1.41 ,3.65 ,1.07 ,,0.56 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"Zhang, 2021, Functional Ecology",Guangxi province,China
3172 ,Ang,Annonaceae,Desmos chinensis,-1.41 ,,,,0.52 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"???, 2019, ??????",Guangxi province,China
3087 ,Ang,Fabaceae,Dicorynia guianensis,-2.38 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science; Marechaux, 2015, Functional Ecology","Guiana Shield, French Guiana",France (overseas territories)
725 ,Ang,Araliaceae,Didymopanax pittieri,,0.65 ,0.13 ,,,,3.549999992,18.76 ,2460.00 ,0.679743024,2.1332,77.121891,75.74682369,13.0880003,23,10°12' N,84°42' W,"Feild & Holbrook, 2000, Plant, Cell and Environment",La Reserva Bosque Nuboso de Monteverde,Costa Rica
N91,Ang,Ebenaceae,Diospyros acapulcensis,,,,,0.69 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Santa Elena,Costa Rica
N78,Ang,Ebenaceae,Diospyros anisandra,,1.37 ,1.59 ,,0.94 ,,2.366666665,25.43 ,1087.00 ,1.022873596,0.5479,207.2946945,70.07447924,15.63199997,22,20°5?26.73?N,89°33?47.66?W,"Vargas, 2021, New Phytologist",Kaxil Kiuic,Mexico
2337 ,Ang,Ebenaceae,Diospyros brachiata,-0.42 ,,,,,,1.99999999,27.24 ,3207.00 ,0.836012663,2.0385,46.08495796,23.65472986,22.54400063,198,4°40' N,114°31' E,"Tyree, 1998, Tree Physiology",Andalau,Brunei
2192 ,Ang,Ebenaceae,Diospyros eriantha,-3.29 ,1.97 ,0.48 ,,0.58 ,15.50 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
1283 ,Ang,Ebenaceae,Diospyros glaucifolia,,5.27 ,,,0.48 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
2326 ,Ang,Ebenaceae,Diospyros hermaphroditica,-0.60 ,,,,,,1.808333327,27.33 ,3096.00 ,0.808628976,2.0808,45.1874726,24.42523653,22.56800079,192,4°34' N,114°25' E,"Tyree, 1998, Tree Physiology",Badas,Brunei
1172 ,Ang,Ebenaceae,Diospyros japonica,-2.95 ,1.34 ,,,0.56 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
405 ,Ang,Ebenaceae,Diospyros kaki,-5.35 ,2.98 ,0.29 ,55.90 ,0.67 ,,2.791666687,12.90 ,750.00 ,0.833278615,0.7018,1029.416139,109.3542796,-7.93599987,8,35°46'N,117°47'E,"Chen, 2019, 2020, 2021, Tree Physiology","Xintai, Shandong province",China
406 ,Ang,Ebenaceae,Diospyros lotus,-4.10 ,1.94 ,0.30 ,53.20 ,0.59 ,,2.791666687,12.90 ,750.00 ,0.833278615,0.7018,1029.416139,109.3542796,-7.93599987,8,35°46'N,117°47'E,"Chen, 2019, 2020, 2021, Tree Physiology","Xintai, Shandong province",China
2265 ,Ang,Ebenaceae,Diospyros lotus,,3.77 ,0.93 ,,0.58 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
2776 ,Ang,Caprifoliaceae,Diospyros lotus,,,0.56 ,26.70 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
2338 ,Ang,Ebenaceae,Diospyros mindanaensis,-0.79 ,,,,,,1.99999999,27.24 ,3207.00 ,0.836012663,2.0385,46.08495796,23.65472986,22.54400063,198,4°40' N,114°31' E,"Tyree, 1998, Tree Physiology",Andalau,Brunei
2193 ,Ang,Ebenaceae,Diospyros morrisiana,-0.85 ,3.29 ,0.51 ,,0.48 ,13.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
1138 ,Ang,Ebenaceae,Diospyros texana,-6.80 ,,,,,,3.99999998,17.96 ,600.00 ,1.300554698,0.3724,737.0400322,40.15801859,0.483999997,25,30°55' N,99°54' W,"Johnson, 2018, Plant, Cell & Environment",Texas ,USA
3066 ,Ang,Ebenaceae,Diospyros yunnanensis,-3.44 ,1.08 ,0.81 ,,0.60 ,,1.241666675,21.73 ,1241.00 ,0.650657102,0.5667,418.0369268,86.52378798,10.16399956,13,23°27'N,102°10'E,"Zhu, 2018, Tree Physiology; Zhang, 2019, Forests; Yan, 2020, Biology Letters",Yunnan province,China
2567 ,Ang,Caprifoliaceae,Dipelta yunnanensis,,0.36 ,0.85 ,,0.56 ,,2.299999972,0.78 ,828.00 ,15.35548757,0.9958,691.690106,92.74818783,-13.50800037,4,29°22'N,101°55'E,"Xu, 2020, New Phytologist",Sichuan province,China
2194 ,Ang,Rubiaceae,Diplospora dubia,-2.21 ,0.85 ,0.61 ,,0.63 ,,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
258 ,Ang,Fabaceae,Diplotropis purpurea ,,,,,,16.50 ,2.141666651,25.74 ,2796.00 ,0.649499163,1.8806,45.73945121,49.59006205,21.01600075,68,5°16'N,52°56'W,"Bonal, 2001, Plant Cell and Environment",French Guiana,France (overseas territories)
264 ,Gym,Cupressaceae,Diselma archeri,,0.12 ,0.07 ,,,,5.674999992,6.25 ,1531.00 ,0.387481756,2.0783,305.9782469,21.03196025,-2.220000029,85,42°40'S,146°37'E,"Brodribb & Feild, 2000, Plant, Cell and Environment",Tasmania,Australia
1284 ,Ang,Hamamelidaceae,Distylium myricoides,,0.83 ,,,0.61 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
798 ,Ang,Sapindaceae,Dodonaea physocarpa,,1.07 ,0.35 ,24.66 ,0.80 ,1.50 ,2.391666681,26.83 ,687.00 ,2.472404017,0.3277,380.6304795,119.4832856,13.63599968,1,18°43' S,141°50' E,"Gleason, 2012, Functional Ecology",Carpentaria,Australia
904 ,Ang,Sapindaceae,Dodonaea viscosa,,1.27 ,0.23 ,20.90 ,0.84 ,4.00 ,2.758333325,17.54 ,410.00 ,1.496945786,0.2873,613.9776951,14.54176838,1.675999999,26,32°58' S,146°10' E,"Gleason, 2012, Functional Ecology; Blackman, 2014, Annals of Botany; Blackman, 2018, Annals of Botany",New South Wales,Australia
548 ,Ang,Dilleniaceae,Doliocarpus dentatus,-1.65 ,0.70 ,,,0.41 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"De Guzman, 2020, Tree Physiology",near the Caribbean coast of Panama,Panama
1587 ,Ang,Dilleniaceae,Doliocarpus multiflorus,-2.15 ,2.47 ,0.26 ,,0.62 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"Medina-Vega, 2021, Journal of Ecology",near the Caribbean coast of Panama,Panama
2289 ,Ang,Atherospermataceae,Doryphora aromatica,,,0.34 ,,,19.00 ,4.408333341,21.18 ,2634.00 ,0.767544866,1.4659,264.3066765,71.70189156,12.47599983,49,17°07'S,145°37'E,"Togashi, 2015, Ecology and Evolution",Queensland,Australia
614 ,Ang,Winteraceae,Drimys brasiliensis,-1.60 ,,,,0.43 ,11.30 ,2.316666623,12.79 ,1908.00 ,0.576561968,1.778,299.2870573,65.81115372,1.95599997,37,22°42' S,45°25' W,"Eller, 2018, Plant, Cell and environment",SP,Brazil
726 ,Ang,Winteraceae,Drimys granadensis,,0.39 ,0.12 ,,,,3.549999992,18.76 ,2460.00 ,0.679743024,2.1332,77.121891,75.74682369,13.0880003,23,10°12' N,84°42' W,"Feild & Holbrook, 2000, Plant, Cell and Environment",La Reserva Bosque Nuboso de Monteverde,Costa Rica
982 ,Ang,Winteraceae,Drimys granadensis,-1.64 ,,,21.20 ,0.45 ,,3.299999992,14.30 ,2298.00 ,0.495302486,2.4645,70.67374248,66.01157258,8.631999969,30,10°06' N,84°07' W,"Hacke, 2007, International Journal of Plant Sciences","Heredia Province, Volcan Barva",Costa Rica
983 ,Ang,Winteraceae,Drimys winteri,-2.30 ,,,,,,3.441666663,14.82 ,142.00 ,0.659891893,0.1358,263.1545045,114.465352,7.322727203,0,30°40' S,71°40' W,"Hacke, 2007, International Journal of Plant Sciences",Coquimbo,Chile
1692 ,Ang,Winteraceae,Drimys winteri,,0.59 ,0.25 ,15.01 ,,,2.566666633,16.04 ,127.00 ,0.68568213,0.1067,304.3601693,124.5331845,6.93200016,0,30°40' S,71°30' W,"Negret, 2013, Oecologia",,Chile
1653 ,Ang,Proteaceae,Dryandra cirisoides,,0.47 ,0.01 ,17.83 ,0.83 ,,3.441666683,16.82 ,359.00 ,1.116587761,0.2473,521.4274796,49.21736532,2.692000151,11,32°19' S,117°52' E,"Mitchell, 2008, Oecologia",Western Australia,Australia
1669 ,Ang,Proteaceae,Dryandra sessilis,-1.93 ,0.60 ,0.02 ,17.95 ,0.77 ,,3.441666683,16.82 ,359.00 ,1.116587761,0.2473,521.4274796,49.21736532,2.692000151,11,32°19' S,117°52' E,"Mitchell, 2008, Oecologia",Western Australia,Australia
1652 ,Ang,Proteaceae,Dryandra vestita,-3.19 ,0.52 ,0.01 ,15.88 ,0.71 ,,3.441666683,16.82 ,359.00 ,1.116587761,0.2473,521.4274796,49.21736532,2.692000151,11,32°19' S,117°52' E,"Mitchell, 2008, Oecologia",Western Australia,Australia
3019 ,Ang,Putranjivaceae,Drypetes indica,-2.30 ,,,,,,1.225000014,22.42 ,1640.00 ,0.894353661,0.8598,350.4611648,75.65033519,11.8760004,18,21°55'N,101°16'E,"Zhu, 2018, Tree Physiology; Yan, 2020, Biology Letters",Yuanan province,China
2830 ,Ang,Lythraceae,Duabanga grandiflora,-1.98 ,3.24 ,,,0.45 ,,1.225000004,20.88 ,1683.00 ,0.85605524,1.0122,338.2657063,78.45212263,10.92399979,17,21°36?N,101°35?E,"Zhang, 2019, Tree Physiology",Yunnan province,China
549 ,Ang,Fabaceae,Dussia munda,-1.80 ,0.50 ,,,0.52 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"De Guzman, 2020, Tree Physiology",near the Caribbean coast of Panama,Panama
1948 ,Ang,Fabaceae,Dussia munda,,,,,0.53 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"Santiago, 2004, Oecologia",near the Caribbean coast of Panama,Panama
133 ,Ang,Fabaceae,Dypterix odorata,-4.47 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4227,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
673 ,Ang,Meliaceae,Dysoxylum gotadhora,,,,119.10 ,0.50 ,26.50 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
2453 ,Ang,Elaeagnaceae,Elaeagnus bockii,,0.27 ,0.75 ,,0.66 ,,2.308333327,5.61 ,751.00 ,2.957267348,0.6981,607.8590627,99.25253833,-9.423999786,2,29°23'N,101°01'E,"Xu, 2020, New Phytologist",Sichuan province,China
2266 ,Ang,Elaeagnaceae,Elaeagnus pungens,,0.68 ,0.55 ,,0.59 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
2688 ,Ang,Elaeagnaceae,Elaeagnus umbellata,,0.18 ,0.66 ,,0.58 ,,1.649999996,12.79 ,928.00 ,6.066549556,0.8259,567.4750116,90.2711391,-1.203999996,9,29°39'N,102°06'E,"Xu, 2020, New Phytologist",Sichuan province,China
2777 ,Ang,Elaeagnaceae,Elaeagnus umbellata ,,,0.39 ,15.31 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
2887 ,Ang,Elaeocarpaceae ,Elaeocarpus apiculatus,-1.02 ,2.17 ,0.76 ,,0.43 ,,2.391666651,22.44 ,2177.00 ,0.679918148,1.613,520.8183658,75.162042,11.56799984,28,22°34' N,112°50' E,"Zhu, 2017, Forest Ecology and Management",Guangdong Province,China
2955 ,Ang,Elaeocarpaceae,Elaeocarpus apiculatus,-1.02 ,,,,,,1.866666645,20.60 ,1835.00 ,0.759396395,1.4258,565.6792834,66.92045161,8.623999596,37,23°10'N,112°31'E,"Zhu, 2018, Tree Physiology",Guangdong Province,China
